hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,88,2015,October,41,5,1,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,26,,77,Transient-Party,90.6,0,0,Check-Out,10/7/2015
City Hotel,0,88,2015,October,41,5,1,1,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,26,,77,Transient-Party,90.6,0,0,Check-Out,10/7/2015
City Hotel,0,40,2015,October,41,5,1,1,1,0,0,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,3,,40,Transient-Party,65,0,0,Check-Out,10/7/2015
City Hotel,0,158,2015,October,41,5,1,1,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,89.25,0,1,Check-Out,10/7/2015
City Hotel,1,40,2015,October,41,5,1,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,94.5,0,2,Canceled,9/17/2015
City Hotel,0,31,2015,October,41,5,1,2,1,0,0,BB,MYS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,85.5,0,2,Check-Out,10/8/2015
City Hotel,1,97,2015,October,41,5,1,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,,0,Transient,140,0,0,Canceled,7/3/2015
City Hotel,0,32,2015,October,41,5,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,27,,0,Transient,63.75,0,0,Check-Out,10/9/2015
City Hotel,0,111,2015,October,41,5,1,3,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,27,,0,Transient,72.25,0,0,Check-Out,10/9/2015
City Hotel,0,32,2015,October,41,5,1,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,97.92,0,2,Check-Out,10/10/2015
City Hotel,0,40,2015,October,41,5,1,3,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,94.5,0,1,Check-Out,10/9/2015
City Hotel,0,32,2015,October,41,5,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,97.92,0,2,Check-Out,10/10/2015
City Hotel,0,27,2015,October,41,5,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,106.02,0,2,Check-Out,10/10/2015
City Hotel,1,30,2015,October,41,5,1,4,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97.92,0,1,Canceled,9/10/2015
City Hotel,0,26,2015,October,41,5,1,4,2,0,0,BB,MAR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Transient,106.93,0,1,Check-Out,10/10/2015
City Hotel,1,353,2015,October,41,5,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Contract,62,0,0,Canceled,1/1/2015
City Hotel,1,17,2015,October,41,5,1,3,2,0,0,BB,PRT,Direct,Direct,0,1,0,D,D,0,No Deposit,14,,0,Transient,126,0,0,Canceled,9/25/2015
City Hotel,1,20,2015,October,41,5,1,3,1,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,10,,0,Transient,95.9,0,0,Canceled,9/29/2015
City Hotel,0,5,2015,October,41,5,1,0,1,0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,,40,0,Transient,65,0,0,Check-Out,10/6/2015
City Hotel,0,0,2015,October,41,5,1,3,2,0,0,BB,ITA,Direct,TA/TO,1,0,1,E,E,0,No Deposit,14,,0,Transient,165,0,1,Check-Out,10/9/2015
City Hotel,1,1,2015,October,41,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,126,0,1,Canceled,10/5/2015
City Hotel,0,14,2015,October,41,5,1,0,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,120,0,1,Check-Out,10/6/2015
City Hotel,0,19,2015,October,41,5,1,0,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,82.39,0,2,Check-Out,10/6/2015
City Hotel,0,54,2015,October,41,5,1,0,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,,40,0,Transient,65,0,0,Check-Out,10/6/2015
City Hotel,0,0,2015,October,41,5,1,0,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,114,0,0,Check-Out,10/6/2015
City Hotel,0,0,2015,October,41,5,1,0,1,0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,96,0,0,Check-Out,10/6/2015
City Hotel,0,1,2015,October,41,5,1,0,1,2,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,144,0,1,Check-Out,10/6/2015
City Hotel,0,0,2015,October,41,5,1,0,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,126,0,1,Check-Out,10/6/2015
City Hotel,0,17,2015,October,41,5,1,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,126,0,1,Check-Out,10/6/2015
City Hotel,0,0,2015,October,41,5,1,0,2,0,0,BB,CHN,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,126,0,0,Check-Out,10/6/2015
City Hotel,0,6,2015,October,41,5,1,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Contract,126,0,2,Check-Out,10/6/2015
City Hotel,0,3,2015,October,41,5,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,87.78,0,1,Check-Out,10/6/2015
City Hotel,0,7,2015,October,41,5,1,1,1,0,0,SC,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,114,0,1,Check-Out,10/7/2015
City Hotel,0,7,2015,October,41,5,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,26,,0,Transient-Party,112.2,0,0,Check-Out,10/7/2015
City Hotel,0,7,2015,October,41,5,1,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,26,,0,Transient-Party,112.2,0,0,Check-Out,10/7/2015
City Hotel,0,10,2015,October,41,5,1,1,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,120,0,1,Check-Out,10/7/2015
City Hotel,0,0,2015,October,41,5,1,1,2,0,0,BB,CN,Direct,Direct,0,0,0,A,A,1,No Deposit,,,0,Transient,114,0,0,Check-Out,10/7/2015
City Hotel,0,14,2015,October,41,5,1,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,109,0,0,Check-Out,10/7/2015
City Hotel,0,14,2015,October,41,5,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,10/8/2015
City Hotel,0,3,2015,October,41,5,1,2,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,,40,0,Transient,65,0,0,Check-Out,10/8/2015
City Hotel,0,22,2015,October,41,5,1,2,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,95,0,0,Check-Out,10/8/2015
City Hotel,0,18,2015,October,41,5,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,9,,0,Contract,107,0,1,Check-Out,10/8/2015
City Hotel,0,14,2015,October,41,5,1,2,2,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Contract,136,0,1,Check-Out,10/8/2015
City Hotel,0,23,2015,October,41,5,1,2,2,0,0,HB,ITA,Direct,Direct,0,0,0,A,A,2,No Deposit,14,,0,Group,119,0,0,Check-Out,10/8/2015
City Hotel,0,21,2015,October,41,5,1,2,2,1,0,BB,SAU,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,9,,0,Contract,117,0,0,Check-Out,10/8/2015
City Hotel,0,14,2015,October,41,5,1,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,11,,0,Transient,95.04,0,0,Check-Out,10/8/2015
City Hotel,0,17,2015,October,41,5,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,10/8/2015
City Hotel,0,12,2015,October,41,5,1,2,1,0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,28,,0,Transient,75,0,0,Check-Out,10/8/2015
City Hotel,0,10,2015,October,41,5,1,3,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,135.5,0,1,Check-Out,10/9/2015
City Hotel,0,5,2015,October,41,5,1,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,145,0,1,Check-Out,10/9/2015
City Hotel,0,6,2015,October,41,5,1,3,2,0,0,BB,AUT,Direct,Direct,0,0,0,A,D,3,No Deposit,14,,0,Transient,133,0,2,Check-Out,10/9/2015
City Hotel,0,12,2015,October,41,5,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,14,,0,Transient,114,0,3,Check-Out,10/10/2015
City Hotel,0,12,2015,October,41,5,1,4,1,0,0,HB,DZA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,83,,0,Transient,110.5,0,0,Check-Out,10/10/2015
City Hotel,0,18,2015,October,41,5,1,4,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,107,0,2,Check-Out,10/10/2015
City Hotel,0,12,2015,October,41,5,1,4,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,14,,0,Transient,114,0,3,Check-Out,10/10/2015
City Hotel,0,3,2015,October,41,5,2,5,1,0,0,BB,JPN,Direct,Direct,0,0,0,D,D,1,No Deposit,,,0,Transient,148.8,0,0,Check-Out,10/12/2015
